0.0	0.0	0.0	3
20.0	0.0	0.0	3
40.0	0.0	0.0	3
60.0	0.0	0.0	3
80.0	0.0	0.0	3
100.0	0.0	0.0	3
120.0	0.0	0.0	3
140.0	0.0	0.0	3
160.0	0.0	0.0	3
180.0	0.0	0.0	3
200.0	0.0	0.0	3
220.0	0.0	0.0	3
240.0	0.0	0.0	3
260.0	0.0	0.0	3
280.0	0.0	0.0	3
300.0	0.0	0.0	3
320.0	0.0	0.0	3
340.0	0.0	0.0	3
360.0	0.0	0.0	3
380.0	0.0	0.0	3
400.0	0.0	0.0	3
420.0	0.0	0.0	3
440.0	0.0	0.0	3
460.0	0.0	0.0	3
480.0	0.0	0.0	3
500.0	0.0	0.0	3
520.0	0.0	0.0	3
540.0	0.0	0.0	3
560.0	0.0	0.0	3
580.0	0.0	0.0	3
600.0	0.0	0.0	3
620.0	0.0	0.0	3
640.0	0.0	0.0	3
660.0	0.0	0.0	3
680.0	0.0	0.0	3
700.0	0.0	0.0	3
720.0	0.0	0.0	3
740.0	0.0	0.0	3
760.0	0.0	0.0	3
780.0	0.0	0.0	3
800.0	0.0	0.0	3
820.0	0.0	0.0	3
840.0	0.0	0.0	3
860.0	0.0	0.0	3
880.0	0.0	0.0	3
900.0	0.0	0.0	3
920.0	0.0	0.0	3
940.0	0.0	0.0	3
960.0	0.0	0.0	3
980.0	0.0	0.0	3
1000.0	0.0	0.0	3
